title,description,author,date,link
"Ojika's residents beat the rat race by abandoning it, bucking a national trend in the process","If only there was an island somewhere ... Who hasn't thought that at one time or another? A quiet, remote place, far from the mindless bustle and endless c",Michael Hoffman,2015-06-13T22:52:57+09:00,https://www.japantimes.co.jp/news/2015/06/13/national/media-national/ojikas-residents-beat-rat-race-abandoning-bucking-national-trend-process/
Japan and EU seal FTA after four years of talks,Abe and EU leaders announce free trade deal set to form a market that will account for nearly one-third of the global economy.,No Author,2017-07-06T22:42:01+09:00,https://www.japantimes.co.jp/news/2017/07/06/business/japan-eu-seal-fta-four-years-talks/
"Out of sight, out of mind? Remote work damaging young women's careers",The COVID-19 pandemic has been particularly disruptive for young women from ethnic minorities who are under-represented in professional settings.,Lin Taylor,2021-02-27T17:00:20+09:00,https://www.japantimes.co.jp/news/2021/02/27/world/remote-work-women/
Asahi Shimbun apologizes for 'inappropriate' tweet about Shinzo Abe,"Tadashi Tominaga, the newspaper’s senior staff writer, had posted a photograph of an ultranationalist rally, writing that the participants were supporters of the prime minister.",Magdalena Osumi,2015-08-05T18:03:50+09:00,https://www.japantimes.co.jp/news/2015/08/05/national/media-national/asahi-shimbun-apologizes-inappropriate-tweet-shinzo-abe/
Journalist did not defame expert in tainted blood fiasco: Supreme Court,"The Supreme Court overturned a high court decision Thursday, ruling that noted journalist Yoshiko Sakurai did not defame a late hemophilia expert in her wr",No Author,2005-06-17T09:02:05+09:00,https://www.japantimes.co.jp/news/2005/06/17/national/journalist-did-not-defame-expert-in-tainted-blood-fiasco-supreme-court/
"Putin takes Mariupol, but wider Donbas victory may be slipping from reach",The influx of Western heavy guns could give Ukraine an edge in a war that has revolved around artillery duels.,Tom Balmforth,2022-05-18T10:31:42+09:00,https://www.japantimes.co.jp/news/2022/05/18/world/russia-donbas-struggles/
"Imperial Couple depart for weeklong visit to Vietnam, Thailand",Emperor Akihito and Empress Michiko arrived in the capital of Vietnam on Tuesday evening on their first trip to the Southeast Asian country where they will,No Author,2017-02-28T18:45:37+09:00,https://www.japantimes.co.jp/news/2017/02/28/national/imperial-couple-depart-weeklong-visit-vietnam-thailand/
"Trump declares all Islamic State territory retaken, contradicting allied commander",President Donald Trump told American troops on Thursday that U.S.-backed forces in Syria have retaken 100 percent of the territory once held by Islamic Sta,No Author,2019-03-01T07:20:46+09:00,https://www.japantimes.co.jp/news/2019/03/01/world/trump-declares-islamic-state-territory-retaken-contradicting-allied-commander/
"China's risk tolerance exceeds expectations amid faltering U.S. rebalance to Asia, study says","Beijing's view of American power as less of a constraint in Asia is boosting its willingness to pursue more aggressive risk-taking, putting a damper on Was",Jesse Johnson,2016-01-24T17:50:17+09:00,https://www.japantimes.co.jp/news/2016/01/24/asia-pacific/chinas-risk-tolerance-exceeds-expectations-amid-faltering-u-s-rebalance-asia-study-says/
Ding! Alibaba office app fuels backlash among some Chinese workers,"In the cramped former home of Jack Ma, founder of the Chinese e-commerce giant Alibaba, about 30 young engineers sit elbow to elbow, working to attract the",No Author,2018-08-05T18:05:24+09:00,https://www.japantimes.co.jp/news/2018/08/05/business/tech/ding-alibaba-office-app-fuels-backlash-among-chinese-workers/
"Key Democrat Feinstein hits U.S. approach to strengthening, spreading Islamic State","Leading Democratic Sen. Dianne Feinstein said on Sunday the United States is not doing enough to fight Islamic State, and the group is gaining strength out",No Author,2015-11-23T11:20:09+09:00,https://www.japantimes.co.jp/news/2015/11/23/world/politics-diplomacy-world/key-democrat-feinstein-hits-u-s-approach-strengthening-spreading-islamic-state/
Filipinos hope for wartime rape redress,One of the two groups representing Filipino women who were victims of sexual abuse during World War II is hopeful of getting justice from Japan after Tokyo,Ronron Calunsod,2016-01-08T15:03:42+09:00,https://www.japantimes.co.jp/news/2016/01/08/national/filipinos-hope-wartime-rape-redress/
Japanese companies riding high on Nishikori's success,"After Kei Nishikori became the first Asian male to advance to a Grand Slam final on Saturday in New York, enterprises ranging from Wowow to Uniqlo rejoiced at what they happily described as an “unprecedented” surge in subscriptions and sales of related merchandise.",Tomohiro Osaki,2014-09-08T18:45:10+09:00,https://www.japantimes.co.jp/news/2014/09/08/national/companies-ride-success-of-japans-tennis-ace/
"Wind power quest faces stability, regulatory hurdles",Southern Awaji Island is technically in Hyogo Prefecture. But its location — within sight of Shikoku just across the Inland Sea — bright sunshi,Eric Johnston,2011-09-28T09:03:05+09:00,https://www.japantimes.co.jp/news/2011/09/28/national/wind-power-quest-faces-stability-regulatory-hurdles/
No lockdown needed? Japan stores are shutting down voluntarily,"Japan’s restaurant, bar and chain stores are taking matters into their own hands by voluntarily shuttering hundreds of stores to help curb the coronavirus spread.",Shoko Oda,2020-04-04T09:16:00+09:00,https://www.japantimes.co.jp/news/2020/04/04/business/lockdown-japan-stores-shutting-down-voluntarily/
Japan's pro sports clubs see investment boost ahead of 2020 Games,"Japan's professional sports clubs are attracting a wave of investment, as a fitness club, clothing chain operators and entrepreneurs look to cash in on the",No Author,2018-11-08T14:14:36+09:00,https://www.japantimes.co.jp/sports/2018/11/08/general/japans-pro-sports-clubs-see-investment-boost-ahead-2020-games/
"Life good, clean, prosperous in Japan's backup capital of Osaka in 2060","Imagine, if you will, Japan in 2060. Against all odds, the country has accomplished the goal set out nearly a half century before by Prime Minister Shinzo",Eric Johnston,2016-03-27T17:45:30+09:00,https://www.japantimes.co.jp/news/2016/03/27/national/life-good-clean-prosperous-japans-backup-capital-osaka-2060/
"Yosano, Ishihara eye run for LDP's helm",Two more names surfaced Thursday as candidates for the Liberal Democratic Party presidential election as economy minister Kaoru Yosano and former LDP polic,Masami Ito,2008-09-05T09:03:36+09:00,https://www.japantimes.co.jp/news/2008/09/05/national/yosano-ishihara-eye-run-for-ldps-helm/
Panel urges doubling some textbooks' length,"The government panel on educational reconstruction proposed Thursday doubling the page counts of Japanese-language, science and English textbooks to enrich",No Author,2008-12-19T09:00:01+09:00,https://www.japantimes.co.jp/news/2008/12/19/national/panel-urges-doubling-some-textbooks-length/
Mitsubishi Chemical to allow teleworking during Olympics under traffic-easing program,Mitsubishi Chemical Holdings Corp. said Wednesday it will implement teleworking during this summer's Tokyo Olympics to reduce traffic congestion. The holdi,No Author,2020-01-15T18:20:44+09:00,https://www.japantimes.co.jp/news/2020/01/15/business/corporate-business/mitsubishi-chemical-teleworking-olympics-traffic/
Evergrande restructuring puts onus on China's Xi to limit contagion,"For now, Chinese authorities plan to ring-fence Evergrande and limit contagion rather than orchestrate a rescue as they’ve done during past crises.",,2021-12-08T11:24:06+09:00,https://www.japantimes.co.jp/news/2021/12/08/business/evergrande-debt-restructure/
Firms in Japan wake up to merits of siestas,"Some Japanese companies appear to be embracing the wisdom of the old adage ""sound sleep, sound mind,"" by letting their workers enjoy a short snooze during",Asako Takaguchi,2014-08-20T14:50:11+09:00,https://www.japantimes.co.jp/news/2014/08/20/national/science-health/firms-wake-up-to-merits-of-siestas/
Press get peek at Taiwan-bound shinkansen,"The first bullet train model built for use overseas opened to a press preview here Friday. The train, made by Kawasaki Heavy Industries Ltd. for Taiwan Hig",No Author,2004-01-31T09:06:04+09:00,https://www.japantimes.co.jp/news/2004/01/31/national/press-get-peek-at-taiwan-bound-shinkansen/
Japan Post chief Nishimuro to quit; successor likely to come from banking unit,"Japan Post Holdings Co. President Taizo Nishimuro is set to step down, with the head of the postal group’s banking unit likely to succeed him.",No Author,2016-03-12T20:41:40+09:00,https://www.japantimes.co.jp/news/2016/03/12/business/corporate-business/japan-post-chief-nishimuro-quit-successor-likely-come-banking-unit/
Mitsui execs take pay cuts over scandals,"Shoei Utsuda, who is to become the new president of Mitsui & Co. next week, said Thursday he and seven other senior executives will go without part of",No Author,2002-09-27T09:06:59+09:00,https://www.japantimes.co.jp/news/2002/09/27/business/mitsui-execs-take-pay-cuts-over-scandals/
100 years of Summer Games,"When the 293 Japanese athletes compete in the London Games that start Friday, they will represent a century of the participation in the Summer Olympics, st",Jun Hongo,2012-07-24T09:00:24+09:00,https://www.japantimes.co.jp/news/2012/07/24/reference/100-years-of-summer-games/
Pfizer and Moderna vaccines likely produce long-lasting immunity,"The findings add to growing evidence that most people immunized with mRNA vaccines may not need boosters, so long as the virus and its variants do not evolve much.",Apoorva Mandavilli,2021-06-28T21:06:41+09:00,https://www.japantimes.co.jp/news/2021/06/28/world/pfizer-moderna-vaccines-long-lasting-immunity/
"On U.S. campaign trail, Obama warns against fear as Trump touts economy",Former U.S. President Barack Obama warned on Friday against rhetoric he said was designed to sow fear as he campaigned in support of Democratic candidates,No Author,2018-11-03T10:50:39+09:00,https://www.japantimes.co.jp/news/2018/11/03/world/politics-diplomacy-world/u-s-campaign-trail-obama-warns-fear-trump-touts-economy/
Miura hires two lawyers in bid to block handover,"Wife-murder suspect Kazuyoshi Miura, 60, has assigned two U.S. lawyers to defend him after his request for representation by a court-appointed lawyer was d",No Author,2008-03-01T09:00:56+09:00,https://www.japantimes.co.jp/news/2008/03/01/national/miura-hires-two-lawyers-in-bid-to-block-handover/
Myanmar junta to start Aung San Suu Kyi’s first trial since February coup,"Suu Kyi and former President Win Myint, who have been in detention since the Feb. 1 coup and face multiple charges, are expected to testify in person at a special court.",,2021-06-14T09:41:52+09:00,https://www.japantimes.co.jp/news/2021/06/14/asia-pacific/aung-san-suu-kyi-trial-junta/
"Macron mulls state of emergency after worst unrest in decades, Arc de Triomphe vandalism",President Emmanuel Macron considered declaring a state of emergency as he met security chiefs on Sunday seeking a way out of nationwide protests after riot,No Author,2018-12-03T04:14:59+09:00,https://www.japantimes.co.jp/news/2018/12/03/world/macron-mulls-state-emergency-worst-unrest-decades-arc-de-triomphe-vandalism/
North Korea trades scorn for flattery to win benefits from Moon,"While North Korea has frequently shifted between provocations and diplomatic overtures, Kim now appears to be trying to do both at the same time.",Jon Herskovitz,2021-10-05T12:27:01+09:00,https://www.japantimes.co.jp/news/2021/10/05/asia-pacific/north-korea-moon-approach/
Kishida asks Keidanren business lobby to raise wages next year,The prime minister has been calling for an over 3% pay hike by companies whose earnings have recovered to pre-pandemic levels.,,2021-12-23T17:46:17+09:00,https://www.japantimes.co.jp/news/2021/12/23/business/kishida-wage-hikes-call/
Japan carmakers benefit as South Korean auto sales plunge in China: report,"Sales in China of Japanese cars rose sharply over the three months through May as sales of Korean cars plummeted, South Korea's Yonhap news agency reported",No Author,2017-06-11T18:55:50+09:00,https://www.japantimes.co.jp/news/2017/06/11/business/japan-carmakers-benefit-south-korean-auto-sales-plunge-china-report/
Cabinet member exits after tryst,"Deputy Chief Cabinet Secretary Yoshitada Konoike resigned Wednesday for ""personal reasons"" after a magazine hit newsstands with a full account of a trip he",Masami Ito,2009-05-14T09:02:02+09:00,https://www.japantimes.co.jp/news/2009/05/14/national/cabinet-member-exits-after-tryst/
China reveals details of key Xi speech on overcoming West's long-term economic and military superiority,"Developed Western nations have long-term economic, technological and military advantages over China and the Communist Party has to realize that some people",No Author,2019-04-01T16:01:45+09:00,https://www.japantimes.co.jp/news/2019/04/01/asia-pacific/politics-diplomacy-asia-pacific/china-reveals-details-key-xi-speech-overcoming-wests-long-term-economic-military-superiority/
Dental donation scandal widens,"Tamisuke Watanuki, a former speaker of the House of Representatives, has admitted to accepting a 5 million yen donation from the scandal-tainted Japan Dent",No Author,2004-07-18T09:00:35+09:00,https://www.japantimes.co.jp/news/2004/07/18/national/dental-donation-scandal-widens/
Assad declared landslide victor in Syrian presidential election,Syrian President Bashar Assad has secured a landslide victory in a wartime election that was condemned as a sham by his opponents but demonstrated his tena,No Author,2014-06-05T14:11:49+09:00,https://www.japantimes.co.jp/news/2014/06/05/world/politics-diplomacy-world/assad-declared-landslide-victor-syrian-presidential-election/
Autopsy on Iijima not conclusive,"Former TV celebrity Ai Iijima had been dead about a week before her body was found Wednesday at her apartment in Shibuya Ward, Tokyo, police sources said T",No Author,2008-12-26T09:04:20+09:00,https://www.japantimes.co.jp/news/2008/12/26/national/autopsy-on-iijima-not-conclusive/
Here’s how China’s security law is already changing the face of Hong Kong,"When China passed its new Hong Kong security law on June 30, officials said it would only affect ""extremely few criminals.” Less than two weeks later, it’s",Karen Leigh,2020-07-11T12:26:00+09:00,https://www.japantimes.co.jp/news/2020/07/11/asia-pacific/crime-legal-asia-pacific/china-security-law-hong-kong/
Hidden data: the new weapon that could beat hunger,"With a single smartphone app, you can now get a pretty accurate forecast of the weather anywhere in the world. That is largely thanks to a decision by scie",No Author,2016-09-15T14:38:43+09:00,https://www.japantimes.co.jp/news/2016/09/15/world/hidden-data-new-weapon-beat-hunger/
Educators in Japan on edge as COVID-19 spreads among children,Cram schools are ramping up measures against the coronavirus as the entrance exam season for junior high schools is slated to start.,,2022-01-20T21:23:37+09:00,https://www.japantimes.co.jp/news/2022/01/20/national/science-health/educators-covid/
"Opposition sweeps three Diet seats, dealing heavy blow to Suga",Defeats in the first national contests since Suga took office are sure to raise questions about the PM's leadership.,,2021-04-26T02:10:48+09:00,https://www.japantimes.co.jp/news/2021/04/26/national/politics-diplomacy/japan-elections-suga/
Japan's attention to detail is all in the delivery,"While in California recently, I saw a reality program called ""Undercover Boss,"" in which the president of a company disguises himself as a new hire and wor",Philip Brasor,2011-07-10T09:00:12+09:00,https://www.japantimes.co.jp/news/2011/07/10/national/media-national/japans-attention-to-detail-is-all-in-the-delivery/
"Japan's February consumer price index down 0.4%, but pace of drop slows","Nationwide core consumer prices, excluding volatile fresh food items, dropped for the seventh straight month after declining 0.6% in January.",Takuya Okamoto,2021-03-19T17:16:44+09:00,https://www.japantimes.co.jp/news/2021/03/19/business/economy-business/japan-cpi-february/
Saudi Arabia says oil facilities near Riyadh attacked by explosive-laden drones,Saudi Arabia said explosive-laden drones had struck oil pumping stations in the Riyadh region on Tuesday in what it called an act of terrorism two days aft,No Author,2019-05-14T20:26:23+09:00,https://www.japantimes.co.jp/news/2019/05/14/world/saudi-arabia-says-oil-facilities-near-riyadh-attacked-explosive-laden-drones/
Defiant al-Maliki deploys special forces to key areas of Baghdad: police,Special forces loyal to Iraqi Prime Minister Nouri al-Maliki were deployed in strategic areas of Baghdad on Sunday night after he delivered a tough speech,No Author,2014-08-11T11:07:39+09:00,https://www.japantimes.co.jp/news/2014/08/11/world/politics-diplomacy-world/defiant-al-maliki-deploys-special-forces-to-key-areas-of-baghdad-police/
Trump touches off storm in India with Kashmir mediation offer,"Indian Prime Minister Narendra Modi never asked U.S. President Donald Trump to help mediate with Pakistan in their dispute over the Kashmir region, the gov",No Author,2019-07-24T03:38:16+09:00,https://www.japantimes.co.jp/news/2019/07/24/asia-pacific/politics-diplomacy-asia-pacific/trump-touches-off-storm-india-kashmir-mediation-offer/
"Osaka clinic reports five births from experimental IVF treatment, but some experts question safety","An Osaka clinic reports the successful births through a treatment in which a mother’s own mitochondria are injected into her eggs, but experts have voice concerns over safety.",No Author,2017-06-22T16:35:34+09:00,https://www.japantimes.co.jp/news/2017/06/22/national/science-health/osaka-clinic-reports-five-births-experimental-ivf-treatment-experts-question-safety/
"After 100 days, Philippine army says 'last stand' near for Marawi fighters","One hundred days after militants loyal to Islamic State took over parts of a southern Philippine city, the military is confident the end is in sight for wh",No Author,2017-08-31T11:30:29+09:00,https://www.japantimes.co.jp/news/2017/08/31/asia-pacific/100-days-philippine-army-says-last-stand-near-marawi-fighters/
Japan Times 1942: 'Roosevelt orders aliens to abandon homes',"President Franklin Roosevelt's high-handed action ordering 10,000 aliens residing chiefly in the West Coast of the United States to abandon their homes has deeply shocked Christian circles in Japan, according to Domei.",,2017-02-04T22:32:50+09:00,https://www.japantimes.co.jp/news/2017/02/04/national/history/japan-times-1942-roosevelt-orders-aliens-to-abandon-homes/
Handset makers brace for turbulence,"With all three of Japan's top telecoms firms selling the iPhone, industry observers say handset makers are in for tough times.",Kazuaki Nagata,2013-09-20T23:00:13+09:00,https://www.japantimes.co.jp/news/2013/09/20/business/corporate-business/handset-makers-brace-for-turbulence/
Insurance is Russian oil's Achilles' heel,"Insurers from Europe and the United States, which dominate the international marine market, are curtailing coverage for Russian oil tankers, industry sources say.",Jonathan Saul,2022-05-25T16:40:11+09:00,https://www.japantimes.co.jp/news/2022/05/25/business/russian-oil-insurance/
Murakami probed over NBS share deals,Prosecutors are investigating the Murakami fund for possible insider trading in connection with its Nippon Broadcasting System share transactions last year,No Author,2006-06-03T09:01:29+09:00,https://www.japantimes.co.jp/news/2006/06/03/business/murakami-probed-over-nbs-share-deals/
South Sudan survivors who fled to Uganda recount slaughter at hands of troops,"It started out as a normal Monday morning in Pajok in South Sudan — children walking to school, shopkeepers raising their shutters and hawkers laying out t",No Author,2017-04-05T09:43:53+09:00,https://www.japantimes.co.jp/news/2017/04/05/world/south-sudan-survivors-fled-uganda-recount-slaughter-hands-troops/
Suu Kyi ally wants equal rights for persecuted Myanmar Muslims,"Under the previous government led by Suu Kyi, who is now detained, Myanmar defended the military against accusations of perpetrating genocide on the Rohingya.",,2021-03-29T10:23:15+09:00,https://www.japantimes.co.jp/news/2021/03/29/asia-pacific/myanmar-muslims-rights/
