title,description,author,date,link
Berlin celebrates postwar visitor program for expelled Jews,Berlin is celebrating the 50th anniversary of a postwar reconciliation program that has briefly brought back tens of thousands of former Berliners expelled and persecuted by the Nazis,The Associated Press,2019-09-15T07:34:57Z,https://abcnews.go.com/International/wireStory/berlin-celebrates-postwar-visitor-program-expelled-jews-65621623
Tedious and outdated sexist jokes are sadly not outliers,Pilita Clark: The world has changed in ways that some men still don’t seem to understand,Pilita Clark,2019-09-15T12:12:52Z,https://www.irishtimes.com/business/work/tedious-and-outdated-sexist-jokes-are-sadly-not-outliers-1.4018787
Return of the Pac? Six Pac-12 teams now ranked,"While the top of the AP poll remained the same, the biggest move of the week came from the Pac-12, which now has six teams ranked, the most for the conference in almost four years.",,2019-09-15T18:20:00Z,http://espn.go.com/college-football/story/_/id/27621898/return-pac-six-pac-12-teams-now-ranked
Drones wiped out half of Saudi Arabia's oil production — and it could lead to higher gas prices (WTI),"A drone strike that knocked out half of Saudi Arabia's oil production could lead to higher oil prices globally, according to analysts. The production shutdown amounts to about 5% of the world's daily production of crude oil, or roughly 5 million barrels. The …",Lydia Ramsey,2019-09-15T16:41:58Z,https://www.businessinsider.com/saudi-arabia-drone-attack-means-for-oil-prices-2019-9
France's Le Pen hails EU 'way of life' job as victory on path to Elysee,"French far-right opposition leader Marine Le Pen waded into controversy over the appointment of an EU Commissioner for ""protecting the European way of life"", endorsing a move that has stoked concern about rising populism across the continent.",Simon Carraud,2019-09-15T17:16:58Z,https://af.reuters.com/article/worldNews/idAFKBN1W00NC
Business week: PwC-Irish Times tax summit and Ryanair agm,"This Week September 16th Monday Indicators: Irish exports and imports (July). Tuesday Results: Uniphar, Adobe, FedEx. Indicators: Euro zone economic sentiment index (September); German economic sentiment index (September), current conditions (September); US i…",Mark Hilliard,2019-09-15T17:00:51Z,https://www.irishtimes.com/business/business-week-pwc-irish-times-tax-summit-and-ryanair-agm-1.4016216
How Residente Spends His Sundays,"The Puerto Rican rapper speaks to his family on WhatsApp, drinks a beer before working out and plays a mean game of Uno.",Shivani Vora,2019-09-15T09:59:03Z,https://www.nytimes.com/2019/09/13/nyregion/residente-puerto-rico.html
"The war in Yemen: Kids attend school, despite warnings","Students in the capital, Sanaa, start their 2019-2020 school year, even though they are surrounded by war.",Al Jazeera,2019-09-15T07:28:19Z,https://www.aljazeera.com/news/2019/09/war-yemen-kids-attend-school-warnings-190915072819056.html
"Read full transcripts of ""Face the Nation"" from 2019","Browse all of our full transcripts from 2019 of ""Face the Nation"" with Margaret Brennan",CBS News,2019-09-15T18:45:56+00:00,https://www.cbsnews.com/face-the-nation/transcripts/
Want a laugh? Try explaining the furniture you grew up with to your kids,"Looking at my 14-year-old on the phone – unselfconsciously stretched the full length of the couch – I envied his adolescent ease. So I told him how, at his age, when talking to pals, I had to leave the comfort of the sitting room and perch on the phone seat w…",Philip Judge,2019-09-15T05:00:00Z,https://www.irishtimes.com/life-and-style/homes-and-property/interiors/want-a-laugh-try-explaining-the-furniture-you-grew-up-with-to-your-kids-1.4013932
"Still reeling from Dorian, Bahamas hit by tropical storm",Tropical Storm Humberto moved away from the Bahamas on Saturday after dumping rain on parts of the archipelago's northwest region that were already hammered by Hurricane Dorian two weeks ago,The Associated Press,2019-09-15T09:09:57Z,https://abcnews.go.com/International/wireStory/reeling-dorian-bahamas-hit-tropical-storm-65621793
Yang wades in to backlash over new 'SNL' cast member's bigoted comments,"2020 Democratic presidential candidate Andrew Yang jumped into the controversy over the racist comments by a new Saturday Night Live hire, calling them ""cheap shots.""","Kyung Lah, CNN",2019-09-15T00:12:43Z,https://www.cnn.com/2019/09/14/politics/andrew-yang-shane-gillis-racist-comments/index.html
Meteorologist weighs in on climate change and extreme weather,Meteorologist and CBS News Climate & Weather Contributor Jeff Berardelli joins Margaret Brennan to discuss climate change and its link to stronger storms and hurricanes.,CBS News,2019-09-15T16:17:57Z,https://www.cbsnews.com/video/meteorologist-weighs-in-on-climate-change-and-extreme-weather/
Five Things to Know About Climate Change,"""Face the Nation"" moderator Margaret Brennan with five things you need to know about climate change and its impact on the world already.",Shani Benezra,2019-09-15T13:46:50Z,https://www.cbsnews.com/news/five-things-to-know-about-climate-change/
UK's PM Johnson likens himself to The Incredible Hulk,"Defiant British leader vows Brexit on October 31 saying if Bruce Banner was bound by manacles, Hulk exploded out.",Al Jazeera,2019-09-15T18:39:52Z,https://www.aljazeera.com/news/2019/09/uk-pm-johnson-likens-incredible-hulk-190915182237534.html
Jo Swinson: 'I don't forgive Cameron for EU referendum',"The leader of the Liberal Democrats says calling the 2016 vote was a ""shocking misjudgement"" by the former PM.",BBC News,2019-09-15T13:46:39Z,https://www.bbc.co.uk/news/av/uk-politics-49709090/jo-swinson-i-don-t-forgive-cameron-for-eu-referendum
"""It"" is tops again; ""Hustlers"" full of flash at box office","It wasn't quite enough to take down Pennywise the clown, but Jennifer Lopez and the scheming strippers of ""Hustlers"" topped even its high expectations at the weekend box office",The Associated Press,2019-09-15T17:36:58Z,https://abcnews.go.com/Entertainment/wireStory/tops-hustlers-full-flash-box-office-65625671
Kamala Harris Was Ready to Brawl From the Beginning,"In her first race, she defied her old boss, a fund-raising pledge — and the implication that she owed her career to her ex-boyfriend.",Matt Flegenheimer,2019-09-15T12:31:20Z,https://www.nytimes.com/2019/09/15/us/politics/kamala-harris-san-francisco-da.html
Golden toilet stolen from English palace valued at £4.8m,Art piece has been described by critics as a pointed satire against the excesses of wealth,The Irish Times,2019-09-15T09:42:11Z,https://www.irishtimes.com/news/world/uk/golden-toilet-stolen-from-english-palace-valued-at-4-8m-1.4018771
The Real Legacy of the College Admissions Scandal And What It Did And Didn't Say About America,"Teaching a child to cheat their way to success doesn't just destroy their self-esteem. It teaches them that deep down inside, you don't believe in them.",Lee Habeeb,2019-09-15T14:32:51Z,https://www.newsweek.com/real-legacy-college-admissions-scandal-what-it-did-didnt-say-about-america-1459309
Sergio Garcia claims one-shot win at KLM Open,Sergio Garcia wins the KLM Open in Holland by one stroke to collect the 16th European Tour title of his career.,,2019-09-15T16:11:09Z,https://www.bbc.co.uk/sport/golf/49709207
‘I feel this is our duty’: Hong Kong protesters defy police ban to march,Shops close their doors as thousands take to the streets seeking pro-democracy reforms,The Irish Times,2019-09-15T09:32:30Z,https://www.irishtimes.com/news/world/asia-pacific/i-feel-this-is-our-duty-hong-kong-protesters-defy-police-ban-to-march-1.4018769
'Hustlers' wins big as one of Jennifer Lopez's best box office openings,"""Hustlers"" may not have taken the top spot at the box office, but it was arguably the weekend's biggest winner.","Frank Pallotta, CNN Business",2019-09-15T17:54:32Z,https://www.cnn.com/2019/09/15/media/hustlers-weekend-box-office/index.html
WTA roundup: Pliskova rolls to tour-best fourth title,"Top-seeded Karolina Pliskova of the Czech Republic won her tour-leading fourth title of the season on Sunday, topping seventh-seeded Croat Petra Martic 6-3, 6-2 at the Zhengzhou Open in China.",Reuters Editorial,2019-09-15T15:19:53Z,https://www.reuters.com/article/us-tennis-tennis-idUSKBN1W00JI
"Jordan selling share of Hornets, will remain majority owner",Michael Jordan is selling a percentage of ownership in the Charlotte Hornets to a pair of New York based businessmen.,Reuters Editorial,2019-09-15T15:22:52Z,https://www.reuters.com/article/us-basketball-nba-cha-jordan-idUSKBN1W00JP
Saudi oil exports to run as normal from stocks this week: source,"Saudi Arabia's oil exports will continue as normal this week as the kingdom taps into stocks from its large storage facilities, an industry source briefed on the developments told Reuters on Sunday.",Reuters Editorial,2019-09-15T17:15:42Z,https://www.reuters.com/article/us-saudi-aramco-attacks-exports-idUSKBN1W00NG
"Ailing Navy veteran tells Bernie Sanders at Nevada town hall: ""I'm gonna kill myself""",Navy veteran struggling to pay off his medical bills said he was contemplating suicide while speaking at a Bernie Sanders town hall,CBS News,2019-09-15T13:35:46Z,https://www.cbsnews.com/news/navy-veteran-bernie-sanders-rally-says-hes-going-to-take-his-life/
Iran dismisses US allegation it behind Saudi oil attacks,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T08:12:40Z,https://abcnews.go.com/International/wireStory/iran-dismisses-us-allegation-saudi-oil-attacks-65621658
Minister attends service for ‘murdered’ RIC and DMP men,Charlie Flanagan says he wants to remember police killed in the line of duty,Ronan McGreevy,2019-09-15T14:01:17Z,https://www.irishtimes.com/news/ireland/irish-news/minister-attends-service-for-murdered-ric-and-dmp-men-1.4018814
The Latest: PM says Iraq territory not used in Saudi attacks,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T09:21:42Z,https://abcnews.go.com/International/wireStory/latest-pm-iraq-territory-saudi-attacks-65621795
2019/09/15 14:00 GMT,The latest five minute news bulletin from BBC World Service.,,2019-09-15T14:06:00Z,https://www.bbc.co.uk/programmes/w172wy0hnn8hchn
Petrol bombs and water cannon amid HK clashes,Violence breaks out after thousands defy a police ban to march as unrest continues unabated.,BBC News,2019-09-15T10:45:25Z,http://www.bbc.co.uk/news/world-asia-49705988
Palestinian refugees protest to demand asylum in Lebanon,Lebanese law already bans refugees from working in many professions and denies them access to public services.,Zeina Khodr,2019-09-15T12:57:36Z,https://www.aljazeera.com/news/2019/09/palestinian-refugees-protest-demand-asylum-lebanon-190915125736244.html
"Yankees Blast the Blue Jays, Inching Closer to Crown - The New York Times","Yankees Blast the Blue Jays, Inching Closer to Crown The New York Times Brett Gardner looks like Yankees legend in rout of Blue Jays New York Post Jays' Gurriel returns after 30-game absence ESPN Tears and support for Blue Jays reliever Tim Mayza with Tommy J…",,2019-09-15T00:42:57Z,https://www.nytimes.com/2019/09/14/sports/baseball/yankees-bluejays.html
2019/09/15 15:00 GMT,The latest five minute news bulletin from BBC World Service.,,2019-09-15T15:06:00Z,https://www.bbc.co.uk/programmes/w172wy0hnn8hh7s
Iraqi prime minister's office denies the country's territory was used to launch the drones that attacked Saudi oil sites,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T09:13:24Z,https://abcnews.go.com/International/wireStory/iraqi-prime-ministers-office-denies-countrys-territory-launch-65621794
Love Is a Battlefield,"Loren Voss and Art Moore, both with military backgrounds and an interest in long conversations about war, married in Gettysburg, Pa.",Lois Smith Brady,2019-09-15T09:59:01Z,https://www.nytimes.com/2019/09/13/fashion/weddings/love-is-a-battlefield.html
President Donald Trump owns more than $122 million in personal real estate — here's a look at his penthouse and beachfront mansions,"President Donald Trump owns more than $122 million in personal real estate in the US and the West Indies, according to Forbes estimates. From a NYC penthouse to a St. Martin beachfront estate, Trump has eight properties in his real-estate portfolio. Even so, …",Hillary Hoffower and Shayanne Gal,2019-09-15T12:41:00Z,https://www.businessinsider.com/donald-trump-personal-real-estate-portfolio-new-york-palm-beach-st-martin
Huddersfield Town 0-2 Sheffield Wednesday: Garry Monk makes winning start as Owls boss,"Garry Monk's Sheffield Wednesday win at Huddersfield, whose first game under Danny Cowley ends in defeat.",,2019-09-15T12:52:09Z,https://www.bbc.co.uk/sport/football/49624170
EU warns of instability after Saudi oil attacks,"The European Union warned on Sunday of a ""real threat to regional security"" in the Middle East after attacks on Saudi oil plants that risk disrupting global energy supplies and for which Yemen's Iran-aligned Houthi group claimed responsibility.",Reuters Editorial,2019-09-15T15:45:06Z,https://in.reuters.com/article/saudi-aramco-attacks-eu-idINKBN1W00JO
Hong Kong protesters rally for support at British Consulate,"Hundreds of demonstrators are rallying outside the British Consulate in Hong Kong, as they seek international support in their months-long campaign for democratic reforms in the semi-autonomous Chinese territory",The Associated Press,2019-09-15T05:09:59Z,https://abcnews.go.com/International/wireStory/hong-kong-protesters-rally-support-british-consulate-65620688
"Jim Gaffigan goes ""back to school""","It's that time of year when children's vacations end, as do their moms' and dads' vacations from parent coffees, school supply shopping sprees, and curriculum nights. Comedian Jim Gaffigan is not pleased.",CBS News,2019-09-15T14:27:24Z,https://www.cbsnews.com/video/jim-gaffigan-goes-back-to-school/
"After LSE's sharp rebuff, HKEX begins investor charm offensive",Hong Kong Exchanges and Clearing <0388.HK> is embarking on a three-week charm offensive with London Stock Exchange investors as the Asian trading house tries to salvage its proposed $39 billion takeover offer.,Clara Denina,2019-09-15T17:32:45Z,http://feeds.reuters.com/~r/reuters/topNews/~3/tzjevZbasME/after-lses-sharp-rebuff-hkex-begins-investor-charm-offensive-idUSKBN1W00HI
"Why you should buy the $1,000 iPhone 11 Pro instead of the more expensive iPhone 11 Pro Max (AAPL)","On Tuesday, Apple announced the new iPhone 11 Pro and iPhone 11 Pro Max. The phones start at $999 for the iPhone 11 Pro, and $1,099 for the 11 Pro Max. Both phones will be available starting on September 20. Visit Business Insider's homepage for more stories.…",Mary Meisenzahl,2019-09-15T12:13:00Z,https://www.businessinsider.com/iphone-11-pro-vs-iphone-11-pro-max-compared-2019-9
US Energy Department 'stands ready' to deploy resources from reserves - Business Insider,"US Energy Department 'stands ready' to deploy resources from reserves Business Insider U.S. accuses Iran of launching drone strikes against Saudi Arabian oil plant CBS Evening News Drone strikes knock out half of Saudi oil capacity, 5 million barrels a day CN…",Associated Press,2019-09-15T02:20:20Z,https://www.businessinsider.com/us-energy-department-drone-attack-saudi-arabia-oil-reserves-2019-9
Ethiopia releases Lebanese businessman held since last week,The Lebanese Foreign Ministry says Ethiopia has released a Lebanese businessman who had been detained in the African nation since last week,The Associated Press,2019-09-15T15:05:11Z,https://abcnews.go.com/International/wireStory/ethiopia-releases-lebanese-businessman-held-week-65624215
"If you shop at Amazon, make sure you're using a credit card that earns you bonus points or cash back. Here are 4 of the best options.","Amazon sells just about everything. If you frequently make purchases with the retailer, you should use a credit card that earns you bonus rewards or cash back on your spending. One top option is the Amazon Prime Rewards Visa Signature Card, which offers 5% ba…",Ariana Arghandewal,2019-09-15T16:02:00Z,https://www.businessinsider.com/best-credit-cards-to-use-amazon-purchases
Lewisham chicken shop fight victim named as Omar Smith,Three men have been arrested on suspicion of murder after the 34-year-old died in Lewisham.,https://www.facebook.com/bbcnews,2019-09-15T18:59:26Z,https://www.bbc.co.uk/news/uk-england-london-49709083
Auto workers union says it will strike GM at midnight,"The United Auto Workers union said Sunday that its members at General Motors will walk out by midnight if the automaker does not meet its demands, setting the stage for the nation's first auto strike in 12 years.","Chris Isidore, CNN Business",2019-09-15T15:15:27Z,https://www.cnn.com/2019/09/15/business/uaw-gm-contract-strike/index.html
Tunisian electoral head urges youth to vote with turnout seeming low,Tunisia's electoral commission urged young people to head to the polls on Sunday after slow voting for much of the day in a presidential race that features a media tycoon standing while in detention.,Tarek Amara,2019-09-15T16:44:27Z,http://feeds.reuters.com/~r/reuters/topNews/~3/glvQQRAM0Iw/tunisian-electoral-head-urges-youth-to-vote-with-turnout-seeming-low-idUSKBN1W0058
Man organizes hunting event for wheelchair users,A Utah man who has been in a wheelchair for more than three decades has created a pheasant hunt for people like him who need help getting into the outdoors,The Associated Press,2019-09-15T15:35:26Z,https://abcnews.go.com/Travel/wireStory/man-organizes-hunting-event-wheelchair-users-65624773
Winds from Tropical Storm Humberto sweep through Bahamas,Gusty winds from Tropical Storm Humberto are gusting through portions of the northwestern Bahamas battered by Hurricane Dorian earlier this month,The Associated Press,2019-09-15T15:28:26Z,https://abcnews.go.com/International/wireStory/winds-tropical-storm-humberto-sweep-bahamas-65624620
"450 miles of border wall by next year? In Arizona, it starts",Tall fencing is going up along a part of the U.S.-Mexico border that's seen a steep increase in the number of migrant families who cross illegally,The Associated Press,2019-09-15T04:07:33Z,https://abcnews.go.com/US/wireStory/450-miles-border-wall-year-arizona-starts-65620185
Meteorologist weighs in on climate change and extreme weather,Meteorologist and CBS News Climate & Weather Contributor Jeff Berardelli joins Margaret Brennan to discuss climate change and its link to stronger storms and hurricanes.,,2019-09-15T16:21:40Z,http://feeds.cbsnews.com/~r/CBSNewsFTN/~3/1mwqqK2dLtI/
Almanac: Marilyn Monroe's dress,"On September 15, 1954, all eyes were on actress Marilyn Monroe when she filmed a scene for ""The Seven Year Itch"" over a New York City subway grate. Jane Pauley reports.",CBS News,2019-09-15T13:26:30Z,https://www.cbsnews.com/video/almanac-marilyn-monroes-dress/
WSL: West Ham 1-0 Birmingham City highlights,West Ham United collect their first win of the season defeating Birmingham City 1-0 in the Women's Super League.,,2019-09-15T16:55:05Z,https://www.bbc.co.uk/sport/av/football/49707522
Rudi Gutendorf: World record-holding manager dies aged 93,"Manager Rudi Gutendorf, who holds a Guinness World Record for coaching 55 teams in 32 countries across five continents, dies aged 93.",,2019-09-15T12:04:30Z,https://www.bbc.co.uk/sport/football/49706926
Backstreet Boys surprise Down syndrome group with a meet-and-greet before Louisville concert,"When a group of special-needs adults in Louisville, Kentucky, made a video of themselves lip-syncing to a Backstreet Boys song, they expected friends and family would love it. But the response they got was larger than life.","Alaa Elassar, CNN",2019-09-15T00:51:10Z,https://www.cnn.com/2019/09/14/us/backstreet-boys-down-syndrome-trnd/index.html
CBS News poll Most Americans say climate change should be addressed now,Most Americans consider climate change to be at least a serious problem — including more than a quarter who say it is a crisis,"Jennifer De Pinto, Fred Backus and Anthony Salvanto",2019-09-15T12:22:25Z,https://www.cbsnews.com/news/cbs-news-poll-most-americans-say-climate-change-should-be-addressed-now-2019-09-15/
Play lord and lady in these castles and manor houses to rent around Ireland,"With the Downton Abbey movie hitting the big screen this weekend, there is sure to be a renewed love of all things regal. If playing Lady Mary Crawley in the Irish equivalent of Highclere Castle (where the movie is filmed) is something you aspire to, there ar…",Mimi Murray,2019-09-15T05:05:00Z,https://www.irishtimes.com/life-and-style/travel/ireland/play-lord-and-lady-in-these-castles-and-manor-houses-to-rent-around-ireland-1.4001188
West African leaders pledge $1bn to fight armed groups,The leaders made the pledge after a summit in Burkina Faso aimed at addressing rising insecurity in the Sahel.,Al Jazeera,2019-09-15T08:31:04Z,https://www.aljazeera.com/news/2019/09/west-african-leaders-pledge-1bn-fight-armed-groups-190915061947663.html
How Far Would You Go to Avoid Vaccinating Your Child?,"In New York, as new immunization laws take effect, there has been a surge in parents home schooling their children.",Ginia Bellafante,2019-09-15T09:58:56Z,https://www.nytimes.com/2019/09/13/nyregion/vaccination-homeschooling-new-york-city.html
"Turkey gets second S-400 battery, plans to activate in 2020",Turkey's defense ministry says Russia has completed delivery of components for a second battery of S-400 surface to air missile defense system to an airbase in the Turkish capital.,The Associated Press,2019-09-15T11:54:56Z,https://abcnews.go.com/International/wireStory/turkey-400-battery-plans-activate-2020-65622281
Southern California bakes under weekend heat wave,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T02:28:38Z,https://abcnews.go.com/US/wireStory/southern-california-bakes-weekend-heat-wave-65618452
Ex-NFLer accused of staging hate crime at own business - CNN,"Ex-NFLer accused of staging hate crime at own business CNN A former NFL player is facing criminal charges after he allegedly destroyed his business near Atlanta to make it look like a hate crime burglary, police said.",,2019-09-15T04:33:16Z,https://www.cnn.com/videos/us/2019/09/15/former-nfl-athlete-accused-of-staging-hate-crime-at-own-business-pkg-vpx.wgcl
Maybe We’re Not All Going to Be Gig Economy Workers After All,"Companies like Uber are hitting the turbulence of government regulation, worker resistance and labor market reality.",Neil Irwin,2019-09-15T09:00:07Z,https://www.nytimes.com/2019/09/15/upshot/gig-economy-limits-labor-market-uber-california.html
'We're doomed anyway': Palestinians on Israeli election,Palestinians in the occupied West Bank cannot vote in the parliamentary poll and say they have little hope of change.,Arwa Ibrahim,2019-09-15T09:22:09Z,https://www.aljazeera.com/news/2019/09/doomed-palestinians-israeli-election-190914175450685.html
"Angie Dickinson on the Rat Pack, ""Police Woman"" and #MeToo","Angie Dickinson's film and TV career has been a half-century-long master class in the art of seduction. Mo Rocca talked with the star of the '70s hit ""Police Woman,"" and such classic films as ""Rio Bravo"" and ""Dressed to Kill,"" about becoming an inspiration fo…",CBS News,2019-09-15T14:25:31Z,https://www.cbsnews.com/video/angie-dickinson-on-the-rat-pack-police-woman-and-metoo/
"At least 12 dead, dozens missing as tour boat capsizes in India",Rescue efforts under way after Royal Vasishta vessel carrying 61 people capsizes on Godavari river in Andhra Pradesh.,Al Jazeera,2019-09-15T14:56:24Z,https://www.aljazeera.com/news/2019/09/12-dead-dozens-missing-tour-boat-capsizes-india-190915135430899.html
The Latest: US 'ready' to deploy resources from reserves,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",The Associated Press,2019-09-15T05:24:12Z,https://abcnews.go.com/International/wireStory/latest-us-ready-deploy-resources-reserves-65620790
Canadian climate concern could carry Greens to breakthrough election,"With climate change a top concern heading into next month's Canadian election and mainstream candidates offering little inspiration, Green Party leader Elizabeth May could be poised for a breakthrough.",Moira Warburton,2019-09-15T14:01:44Z,https://www.reuters.com/article/us-canada-election-greens-idUSKBN1W00GK
Louth too strong for Fermanagh as Flood opens the gate,Wee County’s full-forward line run amok to score 3-12,Declan Rooney,2019-09-15T15:43:26Z,https://www.irishtimes.com/sport/gaelic-games/gaelic-football/louth-too-strong-for-fermanagh-as-flood-opens-the-gate-1.4018881
Five NFL teams that should trade for elite slot corner Minkah Fitzpatrick,The 2018 first-round pick wants out of Miami. Where could he land? These five teams could use an upgrade in the slot.,,2019-09-15T11:50:00Z,http://espn.go.com/nfl/insider/story/_/id/27615638/five-nfl-teams-trade-elite-slot-corner-minkah-fitzpatrick
Pinatubo puts in one of the great juvenile performances,Appleby-trained colt cut to 6-4 for the Guineas after thrilling nine-length rout,Brian O'Connor,2019-09-15T18:58:28Z,https://www.irishtimes.com/sport/racing/pinatubo-puts-in-one-of-the-great-juvenile-performances-1.4019022
"Turkey says Israel becoming 'racist, apartheid regime' with annexation plan","Israeli Prime Minister Benjamin Netanyahu's announcement of his intention to annex areas of the West Bank following next week's elections shows Israel is becoming a ""racist, apartheid regime"", Turkey's foreign minister was quoted as saying on Sunday.",Reuters Editorial,2019-09-15T16:14:17Z,https://af.reuters.com/article/worldNews/idAFKBN1W00EA
"Turkey, Russia and Iran leaders to hold Syria peace talks","The leaders of Turkey, Russia and Iran are to meet on Monday to try to secure a lasting truce in northwest Syria following attacks there by the government that risk deepening regional turmoil and pushing a new wave of migrants towards Turkey. The summit in An…",The Irish Times,2019-09-15T16:41:36Z,https://www.irishtimes.com/news/world/middle-east/turkey-russia-and-iran-leaders-to-hold-syria-peace-talks-1.4018917
"Jordan selling share of Hornets, will remain majority owner",Michael Jordan is selling a percentage of ownership in the Charlotte Hornets to a pair of New York based businessmen.,Reuters Editorial,2019-09-15T15:22:52Z,https://ca.reuters.com/article/sportsNews/idCAKBN1W00JP-OCASP
Saudi oil attacks: Iran rejects US accusation,Iran has rejected a US claim that it is responsible for drone strikes on Saudi Arabian oil installations.,Al Jazeera,2019-09-15T16:07:12Z,https://www.aljazeera.com/news/2019/09/saudi-oil-attacks-iran-rejects-accusation-190915160712751.html
Traders are overlooking a warning sign that flashed before the last financial crisis. Here's why one market expert says that means another recession is ‘imminent.’,"Recent downward revisions to corporate-profit growth indicate that a recession is ""imminent,"" according to Albert Edwards, the co-head of global strategy at Societe Generale. He observed that stock-market measures of earnings growth are much healthier than ec…",Akin Oyedele,2019-09-15T10:05:00Z,https://www.businessinsider.com/next-recession-corporate-profits-warning-that-flashed-in-2008-returns-2019-9
"After LSE's sharp rebuff, HKEX begins investor charm offensive",Hong Kong Exchanges and Clearing is embarking on a three-week charm offensive with London Stock Exchange investors as the Asian trading house tries to salvage its proposed $39 billion takeover offer.,Clara Denina,2019-09-15T15:04:03Z,https://in.reuters.com/article/lse-m-a-hkex-idINKBN1W00IC
National Cheese Toast Day: Recipes and How to Get Free Cheese Toast Samples from Sizzler,Sizzler created cheese toast in 1968 and served it to guests at its Hollywood Boulevard location.,Sophia Waterfield,2019-09-15T04:01:01Z,https://www.newsweek.com/national-cheese-toast-recipes-free-cheese-toast-samples-1458892
Trump says his DOJ should 'rescue' Brett Kavanaugh,"President Donald Trump called on his Justice Department Sunday to ""rescue"" Supreme Court Justice Brett Kavanaugh after The New York Times published an excerpt of a new book detailing sexual misconduct allegations against Kavanaugh that he has previously denie…","Kate Sullivan, CNN",2019-09-15T16:29:01Z,http://us.cnn.com/2019/09/15/politics/brett-kavanaugh-trump-doj-rescue/index.html
Trump's secret Israeli-Palestinian peace deal in doubt,"Analysts say the resignation of Jason Greenblatt, a former Trump company lawyer and the man who was leading the effort, is a bad sign.",Patty Culhane,2019-09-15T10:53:18Z,https://www.aljazeera.com/news/2019/09/trumps-secret-israeli-palestinian-peace-deal-doubt-190915105318278.html
Douglas Village shopping centre likely to be closed until summer 2020,Demolition work due on section of multistory car park damaged in recent fire,Barry Roche,2019-09-15T18:47:23Z,https://www.irishtimes.com/news/ireland/irish-news/douglas-village-shopping-centre-likely-to-be-closed-until-summer-2020-1.4019020
Rise in health uninsured may be linked to immigrants' fears,Rise in number of people without health insurance in the United States may be linked to immigrants' fears of Trump administration's immigration crackdown,The Associated Press,2019-09-15T12:21:12Z,https://abcnews.go.com/Health/wireStory/rise-health-uninsured-linked-immigrants-fears-65622523
"U.N. chief condemns Saudi attacks, calls for restraint",U.N. Secretary-General Antonio Guterres on Sunday condemned the drone attacks on Saudi Arabian oil facilities and called on those involved to prevent escalation.,Reuters Editorial,2019-09-15T16:54:10Z,https://uk.reuters.com/article/uk-saudi-aramco-attacks-un-idUKKBN1W00MC
The Lib Dems call for Britain's 'disaster ridden' railways to be overhauled in order to save the planet,"The Liberal Democrats call for UK railways to be overhauled. The anti-Brexit party says not enough Brits use trains because they are expensive and not fit for purpose under the ""disaster ridden"" Conservative government. Just 8% of people in the UK use trains …",Adam Payne,2019-09-15T07:55:00Z,https://www.businessinsider.com/lib-dems-call-for-uk-railways-to-be-transformed-and-made-green-2019-9
The US auto workers union just decided to walk out on GM — here's why they're striking (GM),"The UAW ordered its membership to strike General Motors on Sunday night after contract negotiations broke down. GM's 46,000 UAW-represented workers could take to the picket lines. The UAW has been bristling for a strike since early 2019, when GM ""unallocated""…",Matthew DeBord,2019-09-15T16:03:39Z,https://www.businessinsider.com/us-auto-workers-union-strike-gm-uaw-walk-out-2019-9
Protests continue for 15th straight week,"Hong Kong protesters take to the streets in the fifteenth straight week of protest, prompting the deployment of a large number of riot police. CNN's Ivan Watson reports from Hong Kong.",,2019-09-15T15:24:37Z,https://www.cnn.com/videos/world/2019/09/15/hong-kong-protests-tear-gas-economy-watson-lklv-vpx.cnn
Green Party to seek €20 in carbon tax in Budget 2020,Eamon Ryan tells think-in the party wants the tax to increase to €90 per tonne by 2030,Harry McGee,2019-09-15T17:19:00Z,https://www.irishtimes.com/news/politics/green-party-to-seek-20-in-carbon-tax-in-budget-2020-1.4018940
Revisit the Ford and Kavanaugh testimonies - CNN Video,Christine Blasey Ford and Supreme Court nominee Brett Kavanaugh delivered dramatic and contradictory testimonies before the Senate Judiciary Committee.,,2019-09-15T17:53:34.2011705Z,http://us.cnn.com/videos/politics/2018/09/28/christine-blasey-ford-brett-kavanaugh-testimony-orig-llr.cnn
Schiff: Houthi strike on Saudi facilities required 'Iranian assistance',Democratic U.S. Representative Adam Schiff on Sunday told CBS Face the Nation that Houthi fighters in Yemen likely could not have attacked Saudi oil facilities without Iranian assistance. Rough cut (no reporter narration).,Thomson Reuters,2019-09-15T16:13:35Z,https://www.reuters.com/video/2019/09/15/schiff-houthi-strike-on-saudi-facilities?videoId=600743434
"UPDATE 9-As talks falter, UAW calls first national strike against GM since 2007","The United Auto Workers (UAW) said on Sunday that its roughly 48,000 hourly workers at General Motors Co facilities would go on strike as of midnight Sunday after U.S. labor contract talks reached an impasse, the first nationwide strike at GM in 12 years.",Nick Carey,2019-09-15T16:53:59Z,https://uk.reuters.com/article/us-usa-autos-labor-idUKKBN1VZ091
