title,description,author,date,link
"Instead of shunning Saudi Arabia after Khashoggi killing, investors flock to $7.5 billion bond sale",,Tom DiChristopher,2019-01-10T20:04:07+0000,https://www.cnbc.com/2019/01/10/saudis-first-dollar-bond-sale-since-khashoggi-killing-is-a-success.html
Bryce Harper's $330 million Phillies contract can't solve baseball's bigger spending problem,,Donovan Russo,2019-03-03T17:00:13+0000,https://www.cnbc.com/2019/03/01/bryce-harpers-330-million-deal-cant-solve-mlbs-big-spending-issue.html
This is the most expensive country to send overseas workers,,Karen Gilchrist,2021-09-03T00:42:01+0000,https://www.cnbc.com/2021/09/03/japan-overtakes-uk-as-the-most-expensive-country-to-hire-expats.html
"Chinese Retail Sales Surge, Partly on Inflation",,,2007-09-12T04:25:04+0000,https://www.cnbc.com/2007/09/12/chinese-retail-sales-surge-partly-on-inflation.html
Brussels attacks may sway Brexit vote: Strategists,,Kate Rooney,2016-03-22T14:54:22+0000,https://www.cnbc.com/2016/03/22/brussels-attacks-may-sway-brexit-vote-strategists.html
"China to Rein in Bank Lending, Ballooning Surplus",,,2007-03-16T06:24:33+0000,https://www.cnbc.com/2007/03/16/china-to-rein-in-bank-lending-ballooning-surplus.html
Halftime Report: Watch Goldman Action Closely Into Close,,Lee Brodie,2009-10-22T17:23:03+0000,https://www.cnbc.com/2009/10/22/halftime-report-watch-goldman-action-closely-into-close.html
Porn and the Condom Conundrum ,Los Angeles may be about to lose its title as the US porn capital.,,2012-01-18T22:09:31+0000,https://www.cnbc.com/2012/01/18/porn-and-the-condom-conundrum.html
"Stocks making the biggest moves midday: Activision, Snap, Ford & more",,Thomas Franck,2021-02-05T17:30:52+0000,https://www.cnbc.com/2021/02/05/stocks-making-the-biggest-moves-midday-activision-snap-ford-more.html
All Eyes on Europe,,Lee Brodie,2011-10-25T21:19:30+0000,https://www.cnbc.com/2011/10/25/all-eyes-on-europe.html
"Italy Prime Minister Monti to Meet Central Bank Governor, Economy Minister on Post-Election Crisis","This is a developing story, please check back for more(Read More: Berlusconi Rules Out Alliance With Monti)(Read More: European Shares Sharply Lower on Italy Poll Results)",,2013-02-26T09:32:17+0000,https://www.cnbc.com/2013/02/26/italy-prime-minister-monti-to-meet-central-bank-governor-economy-minister-on-postelection-crisis.html
Citigroup to Halve Investment Spending in 2007,,,2006-12-14T23:29:44+0000,https://www.cnbc.com/2006/12/14/citigroup-to-halve-investment-spending-in-2007.html
Euro zone to launch bailout fund with Spain in focus,,,2012-10-08T09:04:00+0000,https://www.cnbc.com/2012/10/08/euro-zone-to-launch-bailout-fund-with-spain-in-focus.html
Absolut Breakthrough: CBS Allows Spirits Ad During Grammys,,Christina Cheddar Berk,2009-02-09T22:23:28+0000,https://www.cnbc.com/2009/02/09/absolut-breakthrough-cbs-allows-spirits-ad-during-grammys.html
The Hail Mary to Sen. Mary Landrieu on Keystone vote,,Matt Cuddy,2014-11-13T18:25:56+0000,https://www.cnbc.com/2014/11/13/the-hail-mary-to-sen-mary-landrieu-on-keystone-vote.html
Jan. 4: Unusual Volume Leaders,,Giovanny Moreano,2010-01-04T20:19:07+0000,https://www.cnbc.com/2010/01/04/jan-4-unusual-volume-leaders.html
No More Retail 'Nirvana': Hedge Fund Manager,,Gennine Kelly,2010-07-08T18:10:10+0000,https://www.cnbc.com/2010/07/08/no-more-retail-nirvana-hedge-fund-manager.html
OPEC comments show lost relevance ahead of meeting,,Patti Domm,2015-11-23T20:57:10+0000,https://www.cnbc.com/2015/11/23/opec-comments-show-lost-relevance-ahead-of-meeting.html
We'll be Worse Off Whoever's President: Jim Rogers,,,2008-08-29T15:25:24+0000,https://www.cnbc.com/2008/08/29/well-be-worse-off-whoevers-president-jim-rogers.html
39. Nexmo,,,2014-06-17T06:09:51-0400,https://www.cnbc.com/2014/06/16/disruptors-in-2014-nexmo.html
Judge sends Benchmark’s lawsuit against Travis Kalanick to arbitration,, Theodore Schleifer,2017-08-30T20:20:38+0000,https://www.cnbc.com/2017/08/30/benchmark-travis-kalanick-uber-investor-lawsuit-sent-to-arbitration.html
What’s the Risk for Investors of Turkey Going Islamist ? ,,Deborah Caldwell,2012-08-30T18:05:09+0000,https://www.cnbc.com/2012/08/30/whats-the-risk-for-investors-of-turkey-going-islamist.html
"EU, Iran to Impact Crude Oil Prices, Experts Say",,Bruno J. Navarro,2011-11-18T17:50:14+0000,https://www.cnbc.com/2011/11/18/eu-iran-to-impact-crude-oil-prices-experts-say.html
Buy Apple—the bulls will win this ‘war’: Trader,,Stephanie Yang,2016-02-05T15:27:47+0000,https://www.cnbc.com/2016/02/05/buy-apple-the-bulls-will-win-this-war-trader.html
How teen created a profitable sneaker pawn shop,,Kate Rogers,2015-01-23T19:24:15+0000,https://www.cnbc.com/2015/01/23/how-teen-entrepreneur-created-a-profitable-sneaker-pawn-shop.html
Conditions on Disabled Cruise Ship in Dispute,,,2013-02-13T12:55:50+0000,https://www.cnbc.com/2013/02/13/conditions-on-disabled-cruise-ship-in-dispute.html
Starting a Business: The Romance vs. the Reality ,,,2011-11-28T15:05:41+0000,https://www.cnbc.com/2011/11/28/starting-a-business-the-romance-vs-the-reality.html
Kendall Jenner just bought an $8.55 million house in Beverly Hills—take a look inside,,Ali Montag,2017-10-23T20:11:12+0000,https://www.cnbc.com/2017/10/23/inside-kendall-jenners-new-beverly-hills-home.html
VMware CEO Pat Gelsinger says a Dell spinoff could give him freedom to work with more manufacturers,,Jordan Novet,2020-09-29T15:55:01+0000,https://www.cnbc.com/2020/09/29/vmware-ceo-dell-spinoff-could-bring-freedom-on-go-to-market.html
"Early movers FIATY, AAPL, GOOG, BAC, CPB, S & more",,Peter Schacknow,2014-01-02T12:38:05+0000,https://www.cnbc.com/2014/01/02/early-movers-before-the-bell.html
Amazon and Google are going to be in every aspect of your life whether you want them to or not,,Todd Haselton,2019-01-11T18:29:51+0000,https://www.cnbc.com/2019/01/11/amazon-and-google-won-ces-2019.html
Economists get more bearish on Singapore’s outlook,,Leslie Shaffer,2016-12-14T04:06:02+0000,https://www.cnbc.com/2016/12/13/economists-get-more-bearish-on-singapores-outlook.html
New York Shouldn't Imitate Ontario's Pensions,,John Carney,2013-05-31T17:12:25+0000,https://www.cnbc.com/2013/05/31/new-york-shouldnt-imitate-ontarios-pensions.html
German health minister says the country is considering steps to return to a 'new normal',,Kevin Stankiewicz,2020-04-13T21:08:49+0000,https://www.cnbc.com/2020/04/13/german-health-minister-country-considers-how-to-return-to-new-normal.html
" 25 highest-paid hedge fund managers made $32 billion in 2020, a record",,Robert Frank,2021-02-22T13:30:41+0000,https://www.cnbc.com/2021/02/22/-25-highest-paid-hedge-fund-managers-earned-record-setting-32-billion-in-2020.html
2 teams in NCAA finals is a good thing. Ask UConn,,Adam Molon,2014-04-07T20:24:50+0000,https://www.cnbc.com/2014/04/07/uconn-ncaa-finals-2-teams-in-ncaa-finals-is-a-good-thing.html
UPDATE 1-Storm Sandy knocks US Oct auto sales below estimates,,,2012-11-01T19:27:00+0000,https://www.cnbc.com/2012/11/01/update-1storm-sandy-knocks-us-oct-auto-sales-below-estimates.html
AGL Energy Eyes Deal with Macquarie for AlintaAGL,,,2007-05-04T02:46:24+0000,https://www.cnbc.com/2007/05/03/agl-energy-eyes-deal-with-macquarie-for-alintaagl.html
Raytheon and United Technologies agree to all-stock merger that would create aerospace behemoth,,Leslie Josephs,2019-06-09T20:35:14+0000,https://www.cnbc.com/2019/06/09/raytheon-and-united-technologies-agree-to-all-stock-merger-of-equals.html
House Foreign Affairs chairman blasts Trump administration for report on Soleimani killing,,Dan Mangan,2020-02-14T16:54:58+0000,https://www.cnbc.com/2020/02/14/trump-administration-issues-report-on-soleimani-killing.html
Conrad and Dodd Got VIP Loans: Countrywide Official ,"Two influential Senate committee chairmen were told they were getting special VIP deals when they applied for mortgages, an official who handled their loans told Congress in closed-door testimony.",,2009-07-28T16:50:50+0000,https://www.cnbc.com/2009/07/28/conrad-and-dodd-got-vip-loans-countrywide-official.html
Is Goldilocks Getting Wrinkles?,,Peter Kang,2007-04-16T17:48:42+0000,https://www.cnbc.com/2007/04/16/is-goldilocks-getting-wrinkles.html
"Dow soars 168 points to record close on earnings beats by Caterpillar, 3M",,"Alexandra Gibbs,Fred Imbert",2017-10-24T09:26:38+0000,https://www.cnbc.com/2017/10/24/us-stock-futures-earnings-fed-chair-position-tax-reform-on-wall-street-agenda.html
Strong jobs report is not enough to ease recession fears,,,2016-07-08T09:29:58-0400,https://www.cnbc.com/2016/07/08/strong-jobs-report-is-not-enough-to-ease-recession-fears-commentary.html
Discouraged CEOs Set Bar Low for Obama's Job Speech,"Ahead of President Obama's highly anticipated jobs package unveiled on Thursdayin front of Congress, and CEOs on CNBC this week had some tough words for the president.",Gennine Kelly,2011-09-07T14:51:39+0000,https://www.cnbc.com/2011/09/07/discouraged-ceos-set-bar-low-for-obamas-job-speech.html
Watch live: New York Gov. Andrew Cuomo updates the public as state rolls out Covid vaccines,,Will Feuer,2020-12-23T16:13:36+0000,https://www.cnbc.com/2020/12/23/watch-live-new-york-gov-andrew-cuomo-updates-the-public-as-state-rolls-out-covid-vaccines.html
5 Stocks Insiders Love Right Now,,,2012-07-18T16:51:47+0000,https://www.cnbc.com/2012/07/18/5-stocks-insiders-love-right-now.html
Cocaine Traces Found in Up to 90% of US Paper Money,"Up to 90 percent of paper money in the United States contains traces of cocaine, according to a study by the American Chemical Society released Monday.",,2009-08-17T18:49:35+0000,https://www.cnbc.com/2009/08/17/cocaine-traces-found-in-up-to-90-of-us-paper-money.html
Democratic presidential hopefuls commemorate the Martin Luther King Jr. holiday,"As Americans commemorate Martin Luther King Jr.'s contributions to the nation, Democratic presidential hopefuls are fanning out across the country to honor the civil rights leader.",,2019-01-21T14:51:25+0000,https://www.cnbc.com/2019/01/21/democratic-presidential-hopefuls-honor-martin-luther-king-jr-holiday.html
John Edwards: Is He The New Robert F. Kennedy?,,John Harwood,2007-07-18T18:09:35+0000,https://www.cnbc.com/2007/07/18/john-edwards-is-he-the-new-robert-f-kennedy.html
10-year Treasury yield falls to 0.8% as investors return to safety amid pause in stock rally,Treasury yields fell on Tuesday as the massive stock rally hit a pause. Investors also awaited the Federal Reserve's monetary policy decision.,Elliot Smith,2020-06-09T06:27:35+0000,https://www.cnbc.com/2020/06/09/treasury-yields-fade-as-fed-meeting-comes-into-focus.html
"Cramer adds new stocks, recommends buying 12 laggards in his Covid-19 index",,Tyler Clifford,2020-06-29T23:01:54+0000,https://www.cnbc.com/2020/06/29/cramer-adds-new-stocks-recommends-buying-12-laggards-in-his-covid-19-index.html
"Baseball Hall of Fame Presented With One-of-a-Kind Babe Ruth Painting Donated by Aaron's, Inc.",,,2012-10-01T20:39:00+0000,https://www.cnbc.com/2012/10/01/baseball-hall-of-fame-presented-with-oneofakind-babe-ruth-painting-donated-by-aarons-inc.html
The Best YouTube Feature EVER,"Finally! A constructive use for that annoying vuvuzela buzz from the World Cup — you know, those horns that sound like a swarm of bees is buzzing over the stadium.",Cindy Perman,2010-06-28T18:32:18+0000,https://www.cnbc.com/2010/06/28/the-best-youtube-feature-ever.html
Cruz sponsors bill allowing governors to deny entrance to refugees,,Mack Hogan,2017-01-24T23:15:09+0000,https://www.cnbc.com/2017/01/24/cruz-sponsors-bill-allowing-governors-to-deny-entrance-to-refugees.html
"Your first trade for Tuesday, February 17",,Stephanie Landsman,2015-02-13T22:39:51+0000,https://www.cnbc.com/2015/02/13/your-first-trade-for-tuesday-february-17.html
Obama nominates Ashton Carter for secretary of Defense,,Everett Rosenfeld,2014-12-05T15:35:11+0000,https://www.cnbc.com/2014/12/05/obama-nominates-ash-carter-for-secretary-of-defense.html
Kellogg recalls some Eggo waffles over listeria fear,,,2016-09-20T11:24:53+0000,https://www.cnbc.com/2016/09/20/kellogg-recalls-some-eggo-waffles-over-listeria-fear.html
Bring Back Recess,,Jane Wells,2011-06-07T17:57:49+0000,https://www.cnbc.com/2011/06/07/bring-back-recess.html
"Gas crisis, labor shortages and supply chain chaos: Post-Brexit Britain faces a difficult winter",,Chloe Taylor,2021-10-18T08:00:25+0000,https://www.cnbc.com/2021/10/18/gas-crisis-labor-shortages-and-supply-chain-chaos-post-brexit-britain-faces-a-difficult-winter.html
$2B has piled into this group of stocks in 2016,,Amanda Diaz,2016-02-05T16:37:00+0000,https://www.cnbc.com/2016/02/05/2b-has-piled-into-this-group-of-stocks-in-2016.html
Europe needs to become 'shock-proof': Dijsselbloem,,"Holly Ellyatt,Geoff Cutmore",2015-10-12T05:13:49+0000,https://www.cnbc.com/2015/10/12/europe-needs-to-become-shock-proof-dijsselbloem.html
Greek PM Tsipras says he seeks no rift with Europe,,,2015-03-29T03:13:57+0000,https://www.cnbc.com/2015/03/28/greek-pm-tsipras-says-he-seeks-no-rift-with-europe.html
"GLOBAL MARKETS-Euro rises on Spain speculation, stocks fall",,,2012-10-02T18:23:00+0000,https://www.cnbc.com/2012/10/02/global-marketseuro-rises-on-spain-speculation-stocks-fall.html
"'I come to bury Bitcoin, not to praise it': UBS ",,Tyler Clifford,2018-11-30T11:38:30+0000,https://www.cnbc.com/2018/11/30/i-come-to-bury-bitcoin-not-to-praise-it-ubs.html
Jon Stewart joins Stephen Colbert to mock that 'angry groundhog' Donald Trump,,,2016-07-22T11:44:12+0000,https://www.cnbc.com/2016/07/22/jon-stewart-joins-stephen-colbert-to-mock-that-angry-groundhog-donald-trump.html
Will Stocks Resist 'Anything but Utmost Catastrophe'?,"Stock markets have taken such a beating over the past few months that they are now more resilient to any upheavals, apart from a complete breakdown of the euro zone, an analyst told CNBC Thursday.",Shai Ahmed,2011-11-17T11:50:06+0000,https://www.cnbc.com/2011/11/17/will-stocks-resist-anything-but-utmost-catastrophe.html
"Biden plans to visit Texas, ask FEMA to accelerate major disaster declaration",,Dan Mangan,2021-02-19T16:48:01+0000,https://www.cnbc.com/2021/02/19/biden-says-he-plans-to-visit-texas-next-week-asked-fema-to-accelerate-major-disaster-declaration.html
UK retail sales growth muted as food sales dip,,Jenny Cosgrave,2014-08-21T08:59:31+0000,https://www.cnbc.com/2014/08/21/uk-july-retail-sales-01-month-on-month-26-year-on-year.html
Shopping for a home? It will take a lot longer than you think because home prices are overheating,,Diana Olick,2018-02-13T05:00:00+0000,https://www.cnbc.com/2018/02/13/home-prices-are-overheating-so-buyers-are-shopping-longer.html
MegaFon says to launch London IPO,,,2012-10-09T06:12:00+0000,https://www.cnbc.com/2012/10/09/megafon-says-to-launch-london-ipo.html
Market Insider/Tuesday Look Ahead,,Patti Domm,2008-03-18T01:15:41+0000,https://www.cnbc.com/2008/03/17/market-insidertuesday-look-ahead.html
In The Red For '07,,Lee Brodie,2007-08-16T21:27:50+0000,https://www.cnbc.com/2007/08/16/in-the-red-for-07.html
General Mills to release 10 boxes of marshmallow-only Lucky Charms,,Sarah Whitten,2015-10-16T17:21:29+0000,https://www.cnbc.com/2015/10/16/general-mills-to-release-10-boxes-of-marshmallow-only-lucky-charms.html
"Despite what you've heard, annuities aren't all bad",,Andrew Osterland,2017-11-08T12:52:00+0000,https://www.cnbc.com/2017/11/07/despite-what-youve-heard-annuities-arent-all-bad.html
Sears is working with Amazon to deliver and install car tires,,Lauren Thomas,2018-05-09T14:37:57+0000,https://www.cnbc.com/2018/05/09/sears-is-working-with-amazon-to-deliver-and-install-car-tires.html
"Deal to avert government shutdown is 'pretty much done,' Democratic senator says",,Michelle Fox,2017-04-27T19:23:42+0000,https://www.cnbc.com/2017/04/27/deal-to-avert-government-shutdown-is-pretty-much-done-democratic-senator-says.html
Money In Motion: Euro Vs. Dollar,,Lee Brodie,2011-06-13T21:32:25+0000,https://www.cnbc.com/2011/06/13/money-in-motion-euro-vs-dollar.html
Mike Pence saved the Republican party after that Cruz disaster,,,2016-07-21T18:59:41+0000,https://www.cnbc.com/2016/07/21/mike-pence-saved-the-republican-party-after-that-cruz-disaster-larry-kudlow-commentary.html
Small businesses that pulled outrageous publicity stunts,,Daniel Bukszpan,2013-05-20T17:39:16+0000,https://www.cnbc.com/2013/05/20/Small-businesses-that-pulled-outrageous-publicity-stunts.html
"100,000 march in Minsk to demand Belarus leader resigns",,,2020-09-06T18:58:46+0000,https://www.cnbc.com/2020/09/06/100000-march-in-minsk-to-demand-belarus-leader-resigns.html
Former Obama speechwriter: This is the one question you have to ask to be an effective communicator,,Cat Clifford,2017-06-26T15:12:46+0000,https://www.cnbc.com/2017/06/26/obama-speechwriter-david-litt-how-to-be-an-effective-communicator.html
Draghi could leave investors in the dark with QE exit delayed,,Annette Weisbach,2017-09-06T07:25:38+0000,https://www.cnbc.com/2017/09/06/draghi-could-leave-investors-in-dark-qe-exit-delayed.html
World’s Most Popular Business Cities,,Rajeshni Naidu-Ghelani,2011-08-16T01:13:41+0000,https://www.cnbc.com/2011/08/15/Worlds-Most-Popular-Business-Cities.html
"White House considers tax cuts, extra Fed pressure in coronavirus response, report says",,Kevin Breuninger,2020-02-28T20:36:23+0000,https://www.cnbc.com/2020/02/28/trump-aides-weigh-tax-cuts-fed-pressure-in-coronavirus-response-report.html
Greenberg: Momentum King’s Next Big Move,,Herb Greenberg,2011-03-30T20:25:57+0000,https://www.cnbc.com/2011/03/30/greenberg-momentum-kings-next-big-move.html
'Ex-sector' ETFs offer new way to bet on stocks,,Alex Rosenberg,2015-09-25T10:00:00+0000,https://www.cnbc.com/2015/09/24/ex-sector-etfs-offer-new-way-to-bet-on-stocks.html
What to Expect From Apple: Analyst,,Bruno J. Navarro,2013-04-09T21:52:09+0000,https://www.cnbc.com/2013/04/09/what-to-expect-from-apple-analyst.html
Analysts See Subprime Losses Reaching $400 Billion,,,2007-11-12T14:23:23+0000,https://www.cnbc.com/2007/11/12/analysts-see-subprime-losses-reaching-400-billion.html
Bloomberg botches tax return question in Democratic debate: 'I can't go to TurboTax',,Christina Wilkie,2020-02-20T03:08:38+0000,https://www.cnbc.com/2020/02/19/nevada-democratic-debate-bloomberg-botches-tax-return-question-i-cant-go-to-turbotax.html
"Trade School: Think Global, Trade Local ",,Lee Brodie,2008-06-11T16:42:59+0000,https://www.cnbc.com/2008/06/11/trade-school-think-global-trade-local.html
Islamic financing package supports development of wind farm in Jordan,,Anmar Frangoul,2018-11-07T10:46:58+0000,https://www.cnbc.com/2018/11/07/islamic-financing-package-supports-development-of-wind-farm-in-jordan.html
"Midday Movers: GNW, C & More",,Lori Spechler,2013-03-11T16:59:38+0000,https://www.cnbc.com/2013/03/11/midday-movers-gnw-c-more.html
"JPMorgan tops investment bank table again, top five all US banks",,,2016-09-23T09:16:52+0000,https://www.cnbc.com/2016/09/23/jpmorgan-tops-investment-bank-table-again-top-five-all-us-banks.html
5 things to know before the stock market opens Thursday,"Here are the most important news, trends and analysis that investors need to start their trading day:",Matthew J. Belvedere,2021-09-09T11:40:58+0000,https://www.cnbc.com/2021/09/09/5-things-to-know-before-the-stock-market-opens-thursday-sept-9.html
Energy Falls Despite 'Above Average' Hurricane Forecast,"The federal government’s main weather forecasting agency warns of an “above average” hurricane season this summer.Yet, the energy market yawns.",Sharon Epperson,2011-05-19T17:45:37+0000,https://www.cnbc.com/2011/05/19/energy-falls-despite-above-average-hurricane-forecast.html
Banking stem cells in the hope of a lifesaving cure ,,Dan Mangan,2013-07-28T11:00:00+0000,https://www.cnbc.com/2013/07/28/banking-stem-cells-in-the-hope-of-a-lifesaving-cure.html
Fitch cuts Turkey rating outlook to negative in wake of failed coup attempt,,,2016-08-20T08:11:46+0000,https://www.cnbc.com/2016/08/20/fitch-cuts-turkey-rating-outlook-to-negative-in-wake-of-failed-coup-attempt.html
Biden ramps up Latino outreach with appeal to Puerto Rican voters in Florida,,Christina Wilkie,2020-09-16T03:07:16+0000,https://www.cnbc.com/2020/09/15/biden-ramps-up-latino-outreach-with-appeal-to-puerto-rican-voters-in-florida.html
JD.com wants a network of 5 million stores as e-commerce battle heats up ,,Sumathi Bala,2020-11-12T00:23:38+0000,https://www.cnbc.com/2020/11/12/jdcom-wants-network-of-5-million-physical-stores-in-china.html
Maui Close to Averaging $4 for Gas,,,2008-03-14T09:54:35+0000,https://www.cnbc.com/2008/03/14/maui-close-to-averaging-4-for-gas.html
EU prolongs until September blacklist of Russians over Ukraine crisis,,,2017-03-13T13:30:24+0000,https://www.cnbc.com/2017/03/13/eu-prolongs-until-september-blacklist-of-russians-over-ukraine-crisis.html
Investors on pace to plow a record amount of money into corporate bonds in March,,Thomas Franck,2019-03-27T16:51:47+0000,https://www.cnbc.com/2019/03/27/investors-on-pace-to-plow-a-record-amount-of-money-into-bonds.html
Morning six-pack: What we're reading Tuesday,,Jeff Cox,2014-03-18T12:56:09+0000,https://www.cnbc.com/2014/03/18/morning-six-pack-what-were-reading-tuesday.html
"European stocks close higher amid earnings, US jobs report; Wirecard plummets 25%","European stocks closed higher Friday, as market participants monitored a flurry of corporate results and key economic reports.","Ryan Browne,Sam Meredith",2019-02-01T07:02:21+0000,https://www.cnbc.com/2019/02/01/european-markets-earnings-and-data-in-focus-amid-trade-talks.html
"Forget the Brexit 'noise,' these are the real risks Europe faces",,Holly Ellyatt,2016-09-09T09:17:00+0000,https://www.cnbc.com/2016/09/08/forget-the-brexit-noise-these-are-the-real-risks-europe-faces.html
